iter	RMSE
269	2.653655551
270	2.651711339
271	2.648074066
272	2.641884155
273	2.634818544
274	2.632761841
275	2.626997593
276	2.623422335
277	2.615628015
278	2.61417903
279	2.607006877
280	2.605877107
281	2.601078863
282	2.598230749
283	2.596678683
284	2.595400741
285	2.587513635
286	2.581185021
287	2.580031375
288	2.573169726
289	2.569157855
290	2.560389194
291	2.556720347
292	2.555750087
293	2.554735016
294	2.547854671
295	2.539722403
296	2.532273733
297	2.525096441
298	2.519506064
299	2.514644526
300	2.505301229
301	2.499563475
302	2.494658073
303	2.493167218
304	2.490173148
305	2.485361674
306	2.47924458
307	2.475235633
308	2.471560771
309	2.467626817
310	2.461486724
311	2.458646902
312	2.455178669
313	2.453197904
314	2.45065131
315	2.44587329
316	2.441915323
317	2.434366662
318	2.429750945
319	2.424633903
320	2.421226708
321	2.413527812
322	2.410771217
323	2.408025168
324	2.404759895
325	2.402190492
326	2.399311293
327	2.396434854
328	2.390888822
329	2.383963534
330	2.383023421
331	2.379383073
332	2.374955121
333	2.368574989
334	2.361946043
335	2.356004197
336	2.350000715
337	2.344638107
338	2.339016373
339	2.336184467
340	2.32953707
341	2.326852746
342	2.324500061
343	2.317305002
344	2.311197317
345	2.304663366
346	2.303116088
347	2.300911424
348	2.295510332
349	2.293378428
350	2.287574082
351	2.284019434
352	2.281122082
353	2.275176966
354	2.270261644
355	2.265457188
356	2.262995996
357	2.258923392
358	2.256356487
359	2.251796474
360	2.250862406
361	2.246343948
362	2.241256952
363	2.236453352
364	2.234947726
365	2.232374584
366	2.229660356
367	2.225342822
368	2.22401633
369	2.217181926
370	2.212109168
371	2.209693883
372	2.2066616
373	2.201624235
374	2.199547574
375	2.197550111
376	2.19567016
377	2.19158202
378	2.189417629
379	2.18672444
380	2.180824865
381	2.176265405
382	2.171723562
383	2.166313157
384	2.164706123
385	2.158667963
386	2.15493757
387	2.15047783
388	2.147477903
389	2.145865913
390	2.14418033
391	2.142903799
392	2.140459805
393	2.134407387
394	2.13221511
395	2.127873121
396	2.123936202
397	2.118092832
398	2.114239168
399	2.108647341
400	2.103782929
401	2.102101651
402	2.098284196
403	2.096734797
404	2.091379651
405	2.087185569
406	2.082945612
407	2.078978107
408	2.078018473
409	2.073389414
410	2.071592613
411	2.068759313
412	2.064830495
413	2.062833692
414	2.060506349
415	2.057021226
416	2.054596849
417	2.050967856
418	2.04945599
419	2.044986318
420	2.041829437
421	2.037872813
422	2.034775181
423	2.033461767
424	2.030661324
425	2.027489673
426	2.025648032
427	2.023879405
428	2.022295652
429	2.017839475
430	2.014182477
431	2.00941868
432	2.004478953
433	2.001129818
434	1.998587525
435	1.993451947
436	1.99036144
437	1.984165969
438	1.982163963
439	1.980497354
440	1.975954121
441	1.975473141
442	1.97156635
443	1.970260086
444	1.965915284
445	1.961629065
446	1.957246586
447	1.955806976
448	1.952674942
449	1.949817523
450	1.944764095
451	1.942779828
452	1.93748902
453	1.93566764
454	1.933488506
455	1.93036063
456	1.925986329
457	1.925526809
458	1.921703269
459	1.917891205
460	1.913900014
461	1.912535304
462	1.907286165
463	1.903245996
464	1.899422688
465	1.895278265
466	1.893776911
467	1.891639993
468	1.88840128
469	1.88788675
470	1.885378543
471	1.883946716
472	1.880657038
473	1.876671605
474	1.872249548
475	1.868362663
476	1.867208224
477	1.863510794
478	1.859568322
479	1.858481044
480	1.857393569
481	1.853145132
482	1.850075535
483	1.846397047
484	1.842532077
485	1.841470286
486	1.837785181
487	1.835075571
488	1.832117156
489	1.829635163
490	1.828600292
491	1.825546567
492	1.822554748
493	1.821410277
494	1.818199448
495	1.814082699
496	1.81153811
497	1.808133137
498	1.807285074
499	1.804972559
500	1.802849141
501	1.800601499
502	1.799075027
503	1.794374355
504	1.791233812
505	1.789838105
506	1.78637072
507	1.784615043
508	1.780498431
509	1.779451783
510	1.776472176
511	1.773737519
512	1.772719116
513	1.770110846
514	1.766326388
515	1.763274898
516	1.760281996
517	1.755801882
518	1.751614124
519	1.74823202
520	1.745463836
521	1.741962735
522	1.739991364
523	1.738603742
524	1.7377802
525	1.734314119
526	1.733097434
527	1.72937527
528	1.727549206
529	1.725587938
530	1.722437273
531	1.719886049
532	1.716259114
533	1.714406651
534	1.710919839
535	1.708088659
536	1.705656409
537	1.704021034
538	1.70006442
539	1.699302088
540	1.697718751
541	1.69422572
542	1.691088124
543	1.686792423
544	1.685128828
545	1.684352756
546	1.681057636
547	1.678199554
548	1.675399657
549	1.672571621
550	1.668524071
551	1.666929908
552	1.664460821
553	1.661596226
554	1.658465685
555	1.657215665
556	1.654134348
557	1.651509959
558	1.650630035
559	1.646980647
560	1.644494737
561	1.641261928
562	1.640399364
563	1.638167426
564	1.634821982
565	1.63220959
566	1.62959843
567	1.626663419
568	1.624137888
569	1.621757592
570	1.619054717
571	1.616885729
572	1.614936347
573	1.611630846
574	1.608349479
575	1.606240774
576	1.604929467
577	1.601569985
578	1.599358421
579	1.598964977
580	1.59564647
581	1.59310599
582	1.589809712
583	1.587331551
584	1.585601479
585	1.582563788
586	1.580165283
587	1.579481649
588	1.57909645
589	1.576468454
590	1.573245518
591	1.569935592
592	1.568141764
593	1.565236587
594	1.563170117
595	1.560714198
596	1.559555187
597	1.557842784
598	1.556276193
599	1.553178745
600	1.550748731
601	1.548088884
602	1.546862318
603	1.543132271
604	1.539733241
605	1.53862946
606	1.536579544
607	1.535483278
608	1.534332587
609	1.531488451
610	1.528272297
611	1.524616789
612	1.523016279
613	1.520571634
614	1.518772241
615	1.516918906
616	1.515495937
617	1.51361037
618	1.513255305
619	1.512207513
620	1.509447715
621	1.507139319
622	1.504911296
623	1.503589627
624	1.501779684
625	1.499253055
626	1.49713877
627	1.493530958
628	1.490260015
629	1.487599314
630	1.484516715
631	1.481312125
632	1.480362389
633	1.478615467
634	1.476317838
635	1.475954163
636	1.473002367
637	1.470717178
638	1.467948701
639	1.46589359
640	1.464901131
641	1.462492989
642	1.46016336
643	1.457484617
644	1.454059212
645	1.4514247
646	1.449517882
647	1.446424192
648	1.445573362
649	1.443217655
650	1.44113946
651	1.439477787
652	1.436923279
653	1.435761959
654	1.432686481
655	1.430273941
656	1.427777778
657	1.427214871
658	1.425835595
659	1.424711178
660	1.42362655
661	1.422259333
662	1.421162208
663	1.419794678
664	1.417054027
665	1.414611034
666	1.412319113
667	1.409282757
668	1.407019592
669	1.405146439
670	1.40291798
671	1.400811797
672	1.399657896
673	1.398008984
674	1.396969698
675	1.394500547
676	1.392516069
677	1.391567831
678	1.390490943
679	1.388611822
680	1.387026712
681	1.385940872
682	1.382921288
683	1.381006996
684	1.377728352
685	1.375302535
686	1.374333259
687	1.371577511
688	1.36933686
689	1.366993174
690	1.364669695
691	1.363147532
692	1.361883352
693	1.358805492
694	1.357351956
695	1.355380879
696	1.353205086
697	1.349912633
698	1.347474473
699	1.345556837
700	1.343613769
701	1.340475972
702	1.33926784
703	1.338787381
704	1.335651496
705	1.334167506
706	1.333391946
707	1.330947549
708	1.330063743
709	1.327429628
710	1.32495878
711	1.323734763
712	1.322756441
713	1.320102147
714	1.317737365
715	1.316858529
716	1.314822168
717	1.313706843
718	1.311759565
719	1.309619524
720	1.307598253
721	1.304942019
722	1.303988731
723	1.303526635
724	1.302951035
725	1.301362876
726	1.298612027
727	1.297126377
728	1.295138797
729	1.293860803
730	1.293092756
731	1.291278448
732	1.289604842
733	1.288189759
734	1.286835397
735	1.285934574
736	1.284284247
737	1.281413716
738	1.279408461
739	1.27893992
740	1.278265554
741	1.276574308
742	1.274262456
743	1.273567398
744	1.271941982
745	1.269178666
746	1.267155971
747	1.264975464
748	1.264641477
749	1.262336104
750	1.259653086
751	1.258562846
752	1.258396941
753	1.25726862
754	1.255411735
755	1.253059951
756	1.251771948
757	1.249612711
758	1.247891593
759	1.246066152
760	1.245279924
761	1.243834985
762	1.241799543
763	1.240519982
764	1.239079352
765	1.237345097
766	1.236041053
767	1.233721745
768	1.233264514
769	1.231175074
770	1.230524568
771	1.228855268
772	1.22633083
773	1.224609111
774	1.222680874
775	1.220846002
776	1.21890833
777	1.217109242
778	1.215044341
779	1.214725443
780	1.213543044
781	1.211800484
782	1.209924498
783	1.208475736
784	1.207722029
785	1.205620574
786	1.203461527
787	1.201278986
788	1.198853858
789	1.197071023
790	1.195177613
791	1.192974653
792	1.192306787
793	1.192127823
794	1.190583329
795	1.188546691
796	1.187182106
797	1.186479123
798	1.184638758
799	1.18311837
800	1.181787882
801	1.179582699
802	1.17887271
803	1.176414132
804	1.17611169
805	1.174147322
806	1.172114748
807	1.171181189
808	1.169586091
809	1.167392062
810	1.166104754
811	1.164339742
812	1.162760534
813	1.16133686
814	1.160403752
815	1.158365464
816	1.155920947
817	1.154640533
818	1.15289251
819	1.151101649
820	1.148896906
821	1.147472683
822	1.145892273
823	1.145625533
824	1.144273482
825	1.14221694
826	1.140862719
827	1.138989035
828	1.138213697
829	1.137726648
830	1.136177762
831	1.13501061
832	1.132659733
833	1.131045812
834	1.129219319
835	1.127957532
836	1.126765977
837	1.126033441
838	1.123978707
839	1.122349367
840	1.122054833
841	1.120078514
842	1.118148142
843	1.116739038
844	1.115374649
845	1.114613291
846	1.1128586
847	1.112082122
848	1.111296458
849	1.111129949
850	1.109669155
851	1.107608762
852	1.106867345
853	1.105577086
854	1.104692375
855	1.102677393
856	1.101421035
857	1.099623112
858	1.098868343
859	1.096873297
860	1.09588051
861	1.094558311
862	1.092811782
863	1.090930853
864	1.088984368
865	1.087620996
866	1.086035627
867	1.084695417
868	1.083206786
869	1.082253389
870	1.080405205
871	1.078953019
872	1.077495599
873	1.075827169
874	1.075555186
875	1.074987795
876	1.074722367
877	1.072738175
878	1.071650695
879	1.070024188
880	1.069381655
881	1.067959188
882	1.06668904
883	1.065710936
884	1.064369357
885	1.062773151
886	1.061904469
887	1.060958445
888	1.0600708
889	1.058041874
890	1.057403213
891	1.055410821
892	1.053384491
893	1.052542103
894	1.050679943
895	1.049235303
896	1.048078462
897	1.046012213
898	1.043744514
899	1.04326178
900	1.041515015
901	1.040236935
902	1.039964136
903	1.038858965
904	1.037006539
905	1.035372691
906	1.033799297
907	1.033002153
908	1.031046226
909	1.029596716
910	1.028040441
911	1.027140118
912	1.024915853
913	1.024654633
914	1.024501453
915	1.023032373
916	1.021604969
917	1.020383769
918	1.019471898
919	1.0176091
920	1.016141954
921	1.015242663
922	1.0137447
923	1.012157488
924	1.010636717
925	1.008979284
926	1.00747531
927	1.006454467
928	1.004882954
929	1.003301048
930	1.001937173
931	1.000574682
932	1.000263874
933	0.9987998839
934	0.9970801509
935	0.9957911531
936	0.9939197336
937	0.9936382646
938	0.9933569887
939	0.9922357688
940	0.991986529
941	0.9901707925
942	0.9886759983
943	0.9878079473
944	0.9861991615
945	0.9846503178
946	0.9844071392
947	0.9833339812
948	0.9825899864
949	0.9806896345
950	0.9795253678
951	0.9785078036
952	0.9782711143
953	0.9775388489
954	0.9760811039
955	0.9750870288
956	0.9744763906
957	0.9725683566
958	0.9710985999
959	0.9704405274
960	0.9702075446
961	0.968829385
962	0.9678587783
963	0.966402565
964	0.9651683902
965	0.9643235576
966	0.9628724027
967	0.961328644
968	0.9610795444
969	0.9599131976
970	0.9587398171
971	0.9572934238
972	0.9570743371
973	0.9562601567
974	0.955537932
975	0.9541745765
976	0.9530539327
977	0.9522762607
978	0.9505182153
979	0.9491724529
980	0.9478696829
981	0.9470668015
982	0.9452721552
983	0.9445379568
984	0.9437593475
985	0.9427455102
986	0.9410844051
987	0.9400712129
988	0.9378607401
989	0.936775476
990	0.9355184938
991	0.9352766368
992	0.9343481661
993	0.9326770731
994	0.9321806846
995	0.9314444731
996	0.9313413071
997	0.9300855697
998	0.9284708738
999	0.9275695854
