iter	RMSE
429	1.900127303
430	1.895399431
431	1.890943786
432	1.889557168
433	1.888204938
434	1.883675269
435	1.881839077
436	1.875950978
437	1.873737652
438	1.870732432
439	1.868127823
440	1.86415361
441	1.861245429
442	1.85578923
443	1.852150452
444	1.850942903
445	1.849449227
446	1.844756669
447	1.842780205
448	1.838234104
449	1.836516385
450	1.832102379
451	1.82952049
452	1.826012536
453	1.821834188
454	1.817810754
455	1.814989146
456	1.813700972
457	1.80995655
458	1.808380818
459	1.803039726
460	1.799952269
461	1.799066166
462	1.795591562
463	1.794810066
464	1.790038819
465	1.786844726
466	1.786334041
467	1.78346375
468	1.779965667
469	1.777149772
470	1.77575898
471	1.774181525
472	1.769373907
473	1.764713382
474	1.762100018
475	1.758280075
476	1.756245316
477	1.752732564
478	1.75154405
479	1.749810908
480	1.746258989
481	1.74234593
482	1.739702456
483	1.738814284
484	1.735096777
485	1.731161593
486	1.728010621
487	1.727142872
488	1.723232096
489	1.720962352
490	1.718101178
491	1.715058919
492	1.714000976
493	1.712629002
494	1.709523994
495	1.704819045
496	1.702493029
497	1.700638873
498	1.699188941
499	1.697054927
500	1.69342025
501	1.689601545
502	1.686677413
503	1.683990281
504	1.68102349
505	1.677203863
506	1.675513457
507	1.674251506
508	1.673319821
509	1.671048111
510	1.668776083
511	1.664954293
512	1.662907589
513	1.661550648
514	1.657455246
515	1.654908107
516	1.651448349
517	1.649819823
518	1.646949896
519	1.642874234
520	1.638762392
521	1.635899715
522	1.63309681
523	1.63062494
524	1.628599456
525	1.626791091
526	1.625319747
527	1.622854547
528	1.620545579
529	1.618031029
530	1.614591836
531	1.61246232
532	1.611054934
533	1.607314227
534	1.605972261
535	1.602323339
536	1.600489613
537	1.596616035
538	1.595074171
539	1.592014104
540	1.588946442
541	1.585758964
542	1.584247683
543	1.583809426
544	1.580777552
545	1.579310873
546	1.576487211
547	1.574339398
548	1.571491354
549	1.570230941
550	1.569801825
551	1.568481591
552	1.565512694
553	1.563030074
554	1.559542453
555	1.556143905
556	1.553310283
557	1.552689903
558	1.551501358
559	1.549058532
560	1.546436642
561	1.54397504
562	1.540601305
563	1.540212938
564	1.53690621
565	1.533215548
566	1.53123164
567	1.529100106
568	1.528692549
569	1.527966828
570	1.526493549
571	1.523480899
572	1.522480392
573	1.518701315
574	1.516030255
575	1.514138433
576	1.511122222
577	1.508189895
578	1.506023713
579	1.505503882
580	1.504763689
581	1.504185758
582	1.502601596
583	1.499499871
584	1.498698114
585	1.497929045
586	1.495339295
587	1.492275922
588	1.489851964
589	1.488306874
590	1.486549032
591	1.483967294
592	1.482630308
593	1.479436122
594	1.478467179
595	1.476564934
596	1.474649145
597	1.472416572
598	1.46983386
599	1.46849745
600	1.46733934
601	1.465801847
602	1.463517013
603	1.46092657
604	1.459303445
605	1.457129091
606	1.454936632
607	1.451486601
608	1.450698131
609	1.448774899
610	1.446518627
611	1.443215668
612	1.441395691
613	1.441029981
614	1.438167317
615	1.435388263
616	1.432391061
617	1.430930507
618	1.430014328
619	1.42932548
620	1.426118248
621	1.42285766
622	1.421192477
623	1.420071217
624	1.419771934
625	1.418578525
626	1.416777549
627	1.414715299
628	1.411459131
629	1.410477277
630	1.40721662
631	1.405201758
632	1.40310046
633	1.400371621
634	1.396528403
635	1.393724042
636	1.391072238
637	1.390743259
638	1.388886352
639	1.387033913
640	1.386716514
641	1.385288235
642	1.382566844
643	1.380165478
644	1.376974102
645	1.376111238
646	1.373997057
647	1.371544807
648	1.369195267
649	1.366539474
650	1.364659506
651	1.363680556
652	1.360954092
653	1.359942771
654	1.358056192
655	1.356312095
656	1.354694384
657	1.353113822
658	1.350166711
659	1.347542819
660	1.346036623
661	1.343908099
662	1.341429435
663	1.340776394
664	1.33909407
665	1.336630343
666	1.335031689
667	1.332957348
668	1.330598501
669	1.329169123
670	1.326550394
671	1.323946303
672	1.323366584
673	1.321845141
674	1.319649533
675	1.31861281
676	1.31777847
677	1.317156244
678	1.31406998
679	1.313051492
680	1.310824454
681	1.310092763
682	1.308100587
683	1.305629813
684	1.303016777
685	1.302180894
686	1.299889466
687	1.298188689
688	1.296410419
689	1.294121902
690	1.292127119
691	1.290425036
692	1.288368069
693	1.285569804
694	1.284397499
695	1.281768952
696	1.28033013
697	1.279496277
698	1.277624759
699	1.276911668
700	1.275963674
701	1.274323304
702	1.272605215
703	1.269758957
704	1.267353773
705	1.265560118
706	1.263784492
707	1.261774833
708	1.260752528
709	1.25999152
710	1.257569116
711	1.256793469
712	1.255183438
713	1.252621695
714	1.250243266
715	1.248369832
716	1.247386512
717	1.247071751
718	1.245082392
719	1.244098428
720	1.242378235
721	1.240750851
722	1.240445053
723	1.239603921
724	1.237724715
725	1.235340845
726	1.233107863
727	1.232346623
728	1.230558073
729	1.228631404
730	1.226481155
731	1.224147628
732	1.222449998
733	1.220209017
734	1.219692473
735	1.217376762
736	1.215718321
737	1.213742468
738	1.211841913
739	1.210234603
740	1.208768124
741	1.208469705
742	1.20753064
743	1.205694153
744	1.203347115
745	1.203089554
746	1.201142499
747	1.200424875
748	1.197918326
749	1.196666462
750	1.195511554
751	1.193309268
752	1.192433478
753	1.190417095
754	1.189522803
755	1.187276626
756	1.186825678
757	1.185122972
758	1.18296658
759	1.18066048
760	1.178130748
761	1.176040243
762	1.174538193
763	1.173021318
764	1.170970355
765	1.169436599
766	1.168405758
767	1.166364575
768	1.16530473
769	1.163466081
770	1.16190272
771	1.160280202
772	1.158680076
773	1.157624709
774	1.156413603
775	1.155030612
776	1.154599936
777	1.15348913
778	1.151615357
779	1.14950926
780	1.147624541
781	1.146837277
782	1.145682527
783	1.143796327
784	1.142355594
785	1.14073917
786	1.139221952
787	1.136956091
788	1.134729141
789	1.132845675
790	1.131052571
791	1.130121976
792	1.128737256
793	1.127964909
794	1.12621794
795	1.124027079
796	1.122082676
797	1.120409025
798	1.119090146
799	1.117924697
800	1.117517817
801	1.115850771
802	1.115406446
803	1.114706985
804	1.113440186
805	1.112009697
806	1.110584599
807	1.109568225
808	1.109083335
809	1.10662943
810	1.105650318
811	1.104769514
812	1.103641122
813	1.102618655
814	1.100408954
815	1.098474186
816	1.096806597
817	1.096166903
818	1.094357979
819	1.092300358
820	1.09095796
821	1.089972882
822	1.089510153
823	1.087356017
824	1.085011963
825	1.084147839
826	1.082228179
827	1.080369987
828	1.078237517
829	1.076358771
830	1.075435488
831	1.074111867
832	1.072216989
833	1.069968756
834	1.067727069
835	1.06570566
836	1.064427383
837	1.063760461
838	1.062468687
839	1.061602522
840	1.060576436
841	1.05893162
842	1.058127516
843	1.057827919
844	1.05628389
845	1.055238893
846	1.053995383
847	1.051945732
848	1.050126526
849	1.048251962
850	1.046514788
851	1.04625686
852	1.046123551
853	1.04502002
854	1.043304805
855	1.041766563
856	1.039963627
857	1.038286858
858	1.037080372
859	1.035288968
860	1.033592693
861	1.031672882
862	1.030244339
863	1.028472421
864	1.026265731
865	1.026023918
866	1.024265878
867	1.022358481
868	1.021345972
869	1.020173764
870	1.018261335
871	1.016721049
872	1.015522366
873	1.014263421
874	1.013656675
875	1.012959429
876	1.011286261
877	1.009626682
878	1.007752777
879	1.006492417
880	1.005020289
881	1.004337492
882	1.003028582
883	1.000634532
884	0.9999537644
885	0.9986290465
886	0.9975950661
887	0.9964293584
888	0.9945394241
889	0.9937409543
890	0.9930799182
891	0.992442066
892	0.9911028406
893	0.9905478061
894	0.989900566
895	0.989437586
896	0.9875275461
897	0.985690208
898	0.9854306102
899	0.9841649662
900	0.9821333383
901	0.9815484269
902	0.9808981492
903	0.9805771987
904	0.9792764257
905	0.9790265715
906	0.9773913687
907	0.9755973275
908	0.9754701883
909	0.9752041439
910	0.9737407306
911	0.972099742
912	0.970413115
913	0.9696075201
914	0.9681787361
915	0.9663760919
916	0.9657862778
917	0.9647704811
918	0.9633785832
919	0.9624430601
920	0.9605083157
921	0.9603776519
922	0.9589027173
923	0.957152727
924	0.9558277046
925	0.9541125579
926	0.9523907507
927	0.9509438423
928	0.9505404779
929	0.949930993
930	0.9497012727
931	0.9483147947
932	0.9477831106
933	0.9463168823
934	0.9460741168
935	0.9441681679
936	0.9428393596
937	0.940935854
938	0.9394070552
939	0.9384509439
940	0.9372655425
941	0.9359574001
942	0.9349867586
943	0.9336285109
944	0.9333905381
945	0.9319671806
946	0.9301034552
947	0.92950949
948	0.9284111574
949	0.9271815073
950	0.9257699764
951	0.9239743438
952	0.9224814015
953	0.9210814446
954	0.9192333481
955	0.9174976159
956	0.9163075395
957	0.9156164843
958	0.9142766673
959	0.9136591463
960	0.9129976168
961	0.9114889231
962	0.9101780306
963	0.9089939613
964	0.9083163011
965	0.9073600562
966	0.9063246165
967	0.9053368081
968	0.9039565135
969	0.9026980482
970	0.9012483566
971	0.899546433
972	0.8982372277
973	0.8969117166
974	0.8966931194
975	0.8960534646
976	0.8947958598
977	0.8941518579
978	0.8935489223
979	0.8927573675
980	0.8909872534
981	0.8897402855
982	0.8882728497
983	0.8881521616
984	0.8870084136
985	0.8863067068
986	0.8858875132
987	0.8853315691
988	0.8849909899
989	0.8835897647
990	0.8831466986
991	0.8829322065
992	0.8818132929
993	0.8810867447
994	0.8802918203
995	0.879049048
996	0.8778245935
997	0.8764540608
998	0.8755795047
999	0.8741979089
